S.No,OHU,Gender,Age,Religion,Caste,Scholarship,Time_to_reach_college(HRS),X_pct,X_Board,XII_pct,XII_Board,Diploma_pct,University,Private_Class,Number_of_Subjects,Overall_Attendance,Major_Illness,Score_of_Exam_CET,Score_of_Exam_AIEEE,Fathers_Ocuupation,Fathers_Education,F_Stream,F_Health_Issue,Mothers_Ocuupation,Mothers_Education,M_Stream,M_Health_Issue,Family_Income,No_of_Siblings,Extra_Curricular_Activity,Active_in_Sports,Drop,SEM1_CGPA,SEM1_KT,SEM2_CGPA,SEM2_KT,SEM3_CGPA,SEM3_KT,SEM4_CGPA,SEM4_KT,SEM5_CGPA,SEM5_KT,SEM6_CGPA,SEM6_KT
331,0,2,24,3,2,1,23,89,2,51,2,NA,NA,2,0,3,1,93,120,2,3,3,2,2,1,3,3,3,1,2,2,2,6.31,No_KT,8.47,No_KT,5.32,No_KT,8.40,No_KT,5.72,No_KT,6.60,No_KT
332,0,2,23,4,1,1,61,60,2,69,2,NA,NA,1,4,2,2,83,213,3,2,3,1,2,2,1,3,2,1,3,2,1,7.48,No_KT,No_CGPA,1,7.32,No_KT,7.80,No_KT,9.28,No_KT,No_CGPA,4
333,0,2,23,3,1,1,63,84,3,73,2,NA,NA,1,4,2,1,111,204,3,2,3,1,2,2,1,1,2,3,1,1,2,8.98,No_KT,6.46,No_KT,9.72,No_KT,6.5,No_KT,7.2,No_KT,9.3,No_KT
334,0,1,23,1,3,1,104,66,1,86,2,NA,NA,1,1,2,2,111,184,4,1,1,1,1,3,1,2,1,3,1,1,2,7.99,No_KT,9.48,No_KT,5.57,No_KT,6.54,No_KT,9.99,No_KT,6.15,No_KT
335,0,2,23,5,1,1,27,69,2,66,3,NA,NA,2,0,2,2,131,151,4,3,2,1,2,1,2,2,2,2,1,2,2,9.81,No_KT,5.79,No_KT,5.92,No_KT,8.93,No_KT,7.16,No_KT,8.58,No_KT
336,0,1,24,1,3,1,35,94,1,83,3,NA,NA,2,0,3,2,93,232,2,3,3,1,3,2,3,3,2,3,1,2,1,5.82,No_KT,No_CGPA,3,7.67,No_KT,No_CGPA,2,7.80,No_KT,6.52,No_KT
337,0,2,21,2,2,1,91,70,2,59,2,NA,NA,2,0,1,1,88,225,2,1,2,2,1,3,1,1,3,3,3,1,2,8.3,No_KT,5.59,No_KT,7.88,No_KT,7.5,No_KT,9.78,No_KT,7.31,No_KT
338,0,1,24,1,3,1,92,50,1,58,3,NA,NA,2,0,3,2,130,241,1,1,2,1,1,1,1,3,3,2,2,1,1,9.73,No_KT,No_CGPA,3,5.40,No_KT,No_CGPA,6,No_CGPA,2,6.6,No_KT
339,1,1,23,2,3,2,90,50,1,64,2,NA,NA,1,1,2,2,159,278,4,2,2,1,1,1,2,2,1,1,3,1,2,8.13,No_KT,7.52,No_KT,5.84,No_KT,5.85,No_KT,9.21,No_KT,9.14,No_KT
340,0,1,24,1,3,1,55,56,1,67,3,NA,NA,2,0,1,2,126,241,3,3,1,1,3,3,1,3,3,2,3,1,2,5.58,No_KT,5.25,No_KT,8.92,No_KT,5.72,No_KT,8.98,No_KT,8.19,No_KT
341,1,2,21,1,3,2,86,82,3,85,2,NA,NA,1,1,3,2,96,180,4,1,1,1,2,2,1,2,1,1,3,1,2,8.87,No_KT,9.52,No_KT,8.73,No_KT,8.64,No_KT,6.39,No_KT,9.60,No_KT
342,0,2,22,5,2,1,114,73,3,86,1,NA,NA,2,0,3,2,106,180,4,1,2,1,2,2,3,1,3,2,2,1,2,8.54,No_KT,5.31,No_KT,6.3,No_KT,5.55,No_KT,6.7,No_KT,7.67,No_KT
343,0,2,23,5,2,1,84,57,2,NA,NA,83,2,2,0,3,1,NA,NA,4,3,3,1,1,1,1,2,2,1,3,1,1,6.33,No_KT,5.43,No_KT,7.19,No_KT,No_CGPA,2,8.19,No_KT,No_CGPA,4
344,0,2,21,3,1,1,113,92,3,56,3,NA,NA,2,0,1,2,106,193,1,3,2,2,1,2,3,1,2,3,3,2,2,9.16,No_KT,9.77,No_KT,5.35,No_KT,9.50,No_KT,7.52,No_KT,7.43,No_KT
345,0,1,23,1,3,1,74,85,1,65,1,NA,NA,2,0,3,2,83,215,1,3,2,1,2,1,1,2,1,3,1,1,1,7.99,No_KT,No_CGPA,1,5.96,No_KT,8.17,No_KT,No_CGPA,2,No_CGPA,2
346,0,1,23,1,3,1,49,54,1,59,2,NA,NA,2,0,2,2,77,174,3,1,1,2,2,1,2,1,3,2,1,2,2,8.3,No_KT,7.51,No_KT,6.36,No_KT,8.53,No_KT,8.18,No_KT,9.21,No_KT
347,0,2,24,4,1,1,53,93,2,76,2,NA,NA,2,0,2,2,171,256,2,3,3,2,3,3,3,1,2,2,1,1,2,5.33,No_KT,6.69,No_KT,5.29,No_KT,7.3,No_KT,9.17,No_KT,7.74,No_KT
348,0,1,21,1,3,1,101,50,1,95,2,NA,NA,2,0,1,2,110,265,1,3,2,2,2,3,2,3,2,3,1,2,2,9.42,No_KT,8.46,No_KT,5.89,No_KT,8.85,No_KT,5.85,No_KT,5.46,No_KT
349,0,1,22,1,3,1,99,92,1,68,3,NA,NA,1,4,3,2,114,199,4,3,2,2,1,3,3,2,3,1,2,1,2,8.84,No_KT,9.95,No_KT,6.86,No_KT,5.99,No_KT,6.42,No_KT,8.53,No_KT
350,0,1,24,1,3,1,113,71,1,52,3,NA,NA,2,0,2,2,167,195,2,3,1,1,1,2,2,2,3,1,2,1,2,7.86,No_KT,7.53,No_KT,5.93,No_KT,6.82,No_KT,7.82,No_KT,8.74,No_KT
351,0,1,22,1,3,1,99,66,1,51,1,NA,NA,2,0,3,2,125,168,4,3,2,1,2,3,2,3,2,2,3,2,2,5.25,No_KT,5.92,No_KT,7.30,No_KT,6.22,No_KT,6.56,No_KT,6.47,No_KT
352,0,2,22,5,1,1,102,85,2,57,2,NA,NA,1,1,3,1,179,133,4,2,1,1,3,2,2,3,2,1,2,1,2,9.31,No_KT,7.10,No_KT,7.69,No_KT,8.18,No_KT,5.24,No_KT,8.9,No_KT
353,0,1,22,1,3,1,83,65,1,83,1,NA,NA,2,0,2,2,175,134,1,1,3,1,1,2,3,2,2,2,2,1,1,No_CGPA,6,No_CGPA,1,7.9,No_KT,No_CGPA,2,No_CGPA,5,9.97,No_KT
354,1,1,21,3,1,2,36,60,2,70,3,NA,NA,1,4,1,2,106,255,3,2,2,1,2,1,2,3,3,1,3,1,2,5.59,No_KT,6.81,No_KT,6.16,No_KT,9.92,No_KT,9.81,No_KT,6.51,No_KT
355,0,1,24,1,3,1,52,88,1,56,2,NA,NA,2,0,2,2,84,171,3,3,2,2,1,3,1,1,1,1,3,2,2,9.68,No_KT,6.35,No_KT,5.45,No_KT,7.13,No_KT,7.9,No_KT,8.89,No_KT
356,0,2,24,2,2,1,85,91,2,83,2,NA,NA,1,1,2,1,93,165,3,3,1,2,3,3,2,3,2,3,2,1,2,9.71,No_KT,8.80,No_KT,5.20,No_KT,6.49,No_KT,5.6,No_KT,8.39,No_KT
357,0,1,22,1,3,1,37,66,1,65,3,NA,NA,2,0,3,2,86,219,3,2,2,1,2,1,3,2,1,2,2,1,2,8.72,No_KT,5.93,No_KT,8.18,No_KT,5.22,No_KT,7.77,No_KT,9.51,No_KT
358,0,2,22,2,2,1,76,90,3,87,3,NA,NA,1,1,2,2,134,154,4,1,2,2,1,3,1,3,2,1,1,1,1,9.40,No_KT,No_CGPA,3,No_CGPA,2,7.47,No_KT,9.71,No_KT,8.46,No_KT
359,0,1,24,1,3,1,29,87,1,77,3,NA,NA,2,0,3,2,106,265,4,3,3,1,1,2,3,3,2,3,1,1,2,8.7,No_KT,9.78,No_KT,8.9,No_KT,5.7,No_KT,8.50,No_KT,6.1,No_KT
360,0,2,23,2,2,1,79,73,2,77,1,NA,NA,2,0,1,2,113,262,4,3,1,2,3,1,2,1,1,3,3,2,2,5.80,No_KT,6.82,No_KT,8.61,No_KT,9.59,No_KT,5.29,No_KT,5.94,No_KT
361,1,1,23,1,3,2,61,60,1,57,2,NA,NA,2,0,3,2,75,203,4,1,3,1,2,1,2,1,2,1,3,1,2,8.21,No_KT,9.45,No_KT,8.81,No_KT,8.39,No_KT,9.44,No_KT,9.1,No_KT
362,0,2,24,3,2,1,92,84,3,68,2,NA,NA,1,1,2,2,161,165,1,3,3,2,1,3,2,3,1,1,2,2,1,No_CGPA,5,No_CGPA,1,No_CGPA,5,No_CGPA,5,No_CGPA,5,No_CGPA,5
363,0,2,23,3,2,1,53,73,3,91,3,NA,NA,2,0,3,1,79,218,4,2,1,2,3,3,1,1,2,1,2,2,2,8.31,No_KT,9.60,No_KT,9.26,No_KT,5.46,No_KT,5.42,No_KT,9.19,No_KT
364,0,1,24,1,3,1,51,78,1,67,3,NA,NA,1,2,2,2,150,199,2,1,3,2,1,2,3,3,3,3,1,2,2,9.1,No_KT,9.33,No_KT,6.68,No_KT,9.83,No_KT,9.46,No_KT,7.44,No_KT
365,0,2,21,3,2,1,46,93,3,90,3,NA,NA,1,5,3,2,154,195,3,1,2,1,2,1,1,2,2,3,2,1,2,9.91,No_KT,8.79,No_KT,7.96,No_KT,9.1,No_KT,6.77,No_KT,5.6,No_KT
366,0,1,23,1,3,1,114,87,1,90,2,NA,NA,1,5,2,2,168,192,3,3,2,2,3,2,2,2,1,1,1,1,2,5.46,No_KT,6.48,No_KT,5.93,No_KT,6.18,No_KT,6.69,No_KT,6.97,No_KT
367,0,1,21,1,3,1,105,85,1,52,2,NA,NA,1,3,1,2,136,244,4,3,1,1,3,3,1,2,2,3,3,2,1,No_CGPA,6,No_CGPA,3,No_CGPA,4,6.17,No_KT,No_CGPA,4,5.72,No_KT
368,0,1,22,1,3,1,48,51,1,83,2,NA,NA,1,4,1,2,167,216,3,2,1,2,2,3,3,1,1,1,3,2,2,8.65,No_KT,6.18,No_KT,8.92,No_KT,8.10,No_KT,6.7,No_KT,6.20,No_KT
369,0,2,21,2,1,1,86,61,3,69,1,NA,NA,1,5,2,1,154,248,3,3,2,2,2,2,1,3,3,3,3,1,2,9.87,No_KT,5.83,No_KT,8.9,No_KT,7.88,No_KT,9.78,No_KT,7.74,No_KT
370,0,1,22,1,3,1,109,89,1,NA,NA,63,1,2,0,3,2,NA,NA,3,3,1,1,1,1,3,2,1,1,3,1,1,8.78,No_KT,5.6,No_KT,No_CGPA,6,No_CGPA,1,6.43,No_KT,5.20,No_KT
371,0,2,22,3,1,1,103,71,2,92,2,NA,NA,2,0,1,1,110,151,1,2,3,2,1,3,1,1,1,3,2,2,2,No_CGPA,2,No_CGPA,3,9.37,No_KT,No_CGPA,6,6.25,No_KT,7.51,No_KT
372,0,2,22,3,2,1,61,77,3,73,2,NA,NA,1,1,1,2,137,223,3,3,1,1,1,3,3,1,3,3,1,1,1,5.44,No_KT,No_CGPA,3,No_CGPA,2,No_CGPA,5,No_CGPA,1,No_CGPA,3
373,0,1,21,1,3,1,74,91,1,68,2,NA,NA,1,3,2,2,83,177,3,1,2,1,3,2,1,3,1,1,1,2,2,9.40,No_KT,7.77,No_KT,5.78,No_KT,9.68,No_KT,8.67,No_KT,8.69,No_KT
374,0,1,21,1,3,1,66,52,1,59,3,NA,NA,2,0,2,2,93,234,3,1,1,1,2,1,2,3,2,1,3,2,2,No_CGPA,1,9.32,No_KT,8.52,No_KT,5.40,No_KT,8.21,No_KT,9.92,No_KT
375,0,1,21,1,3,1,117,90,1,75,3,NA,NA,2,0,3,2,151,138,2,1,1,2,1,2,1,1,3,2,3,2,2,9.76,No_KT,6.66,No_KT,5.16,No_KT,No_CGPA,3,No_CGPA,1,No_CGPA,2
376,0,1,23,1,3,1,97,87,1,50,2,NA,NA,1,1,1,2,162,264,3,3,1,2,3,3,2,1,3,3,1,1,2,7.65,No_KT,6.99,No_KT,7.58,No_KT,8.76,No_KT,5.40,No_KT,8.67,No_KT
377,1,2,22,1,3,2,40,82,3,79,3,NA,NA,2,0,1,2,163,125,3,2,1,1,1,2,2,2,3,2,3,1,2,No_CGPA,6,No_CGPA,3,8.94,No_KT,6.85,No_KT,7.60,No_KT,7.97,No_KT
378,1,2,21,4,1,2,70,65,3,65,2,NA,NA,2,0,2,1,166,166,4,2,1,2,3,2,1,2,1,2,1,1,2,9.0,No_KT,7.35,No_KT,5.19,No_KT,6.0,No_KT,6.53,No_KT,8.89,No_KT
379,0,1,23,1,3,1,52,88,1,66,3,NA,NA,2,0,3,2,160,148,4,1,2,2,2,2,1,3,1,3,1,2,2,5.82,No_KT,8.55,No_KT,7.59,No_KT,7.2,No_KT,7.13,No_KT,8.2,No_KT
380,0,2,22,4,1,1,118,62,3,85,3,NA,NA,1,3,1,2,125,168,2,3,2,2,1,2,2,3,2,3,1,2,1,No_CGPA,2,No_CGPA,4,8.95,No_KT,No_CGPA,6,No_CGPA,5,No_CGPA,3
381,0,2,24,2,2,1,38,75,2,84,3,NA,NA,1,5,3,1,101,269,1,2,2,2,3,1,3,3,1,2,1,1,1,6.86,No_KT,8.61,No_KT,8.26,No_KT,No_CGPA,2,5.40,No_KT,No_CGPA,1
382,0,1,24,1,3,1,75,60,1,NA,NA,75,1,1,2,2,2,NA,NA,2,1,1,1,3,1,2,2,3,1,1,1,2,8.87,No_KT,No_CGPA,5,7.9,No_KT,8.54,No_KT,6.33,No_KT,9.1,No_KT
383,0,1,23,1,3,1,71,56,1,61,1,NA,NA,2,0,3,2,106,183,1,2,1,2,3,2,1,2,2,2,3,1,2,7.90,No_KT,9.41,No_KT,9.25,No_KT,9.58,No_KT,6.43,No_KT,9.97,No_KT
384,0,1,22,1,3,1,91,57,1,65,3,NA,NA,2,0,1,2,113,260,4,2,3,1,2,3,2,1,3,1,2,2,2,No_CGPA,1,6.20,No_KT,6.56,No_KT,No_CGPA,6,No_CGPA,5,5.81,No_KT
385,1,2,22,4,3,2,59,86,1,51,2,NA,NA,1,1,2,2,94,241,3,3,2,1,2,1,2,3,3,1,3,1,2,9.5,No_KT,5.74,No_KT,7.98,No_KT,8.70,No_KT,9.85,No_KT,7.43,No_KT
386,1,1,21,1,3,2,92,74,1,81,2,NA,NA,1,3,1,2,167,146,4,1,1,2,2,2,3,2,1,2,3,1,2,6.57,No_KT,5.27,No_KT,7.1,No_KT,6.86,No_KT,8.67,No_KT,6.7,No_KT
387,0,1,23,1,3,1,57,53,1,67,2,NA,NA,1,5,1,2,110,171,3,3,3,2,3,2,3,3,2,1,3,1,2,No_CGPA,5,6.9,No_KT,No_CGPA,3,9.52,No_KT,8.2,No_KT,8.91,No_KT
388,0,2,24,4,2,1,64,86,3,55,2,NA,NA,1,3,1,2,129,150,2,3,3,1,2,2,3,3,2,1,3,1,2,8.38,No_KT,8.85,No_KT,5.24,No_KT,9.35,No_KT,9.78,No_KT,8.94,No_KT
389,0,1,21,1,3,1,92,87,1,74,3,NA,NA,2,0,1,2,95,130,1,3,2,2,1,3,3,1,2,1,2,2,2,8.45,No_KT,5.92,No_KT,5.22,No_KT,7.38,No_KT,5.90,No_KT,6.14,No_KT
390,1,2,23,3,1,2,119,80,2,51,2,NA,NA,1,1,2,2,177,144,3,2,2,1,2,1,2,3,3,1,3,1,2,8.13,No_KT,No_CGPA,4,No_CGPA,5,No_CGPA,3,9.0,No_KT,No_CGPA,6
391,0,1,21,1,3,1,107,63,1,NA,NA,76,2,1,4,1,2,NA,NA,3,1,1,1,2,1,1,2,3,1,2,2,2,6.30,No_KT,7.37,No_KT,5.12,No_KT,5.26,No_KT,7.44,No_KT,6.30,No_KT
392,0,1,24,1,3,1,100,65,1,94,3,NA,NA,1,5,3,2,81,256,2,3,1,1,1,1,2,3,3,2,2,1,2,7.80,No_KT,7.37,No_KT,7.60,No_KT,7.10,No_KT,6.36,No_KT,No_CGPA,3
393,0,1,23,1,3,1,103,59,1,95,2,NA,NA,2,0,2,2,149,214,1,1,3,1,3,1,3,1,2,2,3,1,2,5.26,No_KT,6.22,No_KT,7.9,No_KT,8.93,No_KT,5.73,No_KT,7.89,No_KT
394,0,1,22,1,3,1,78,64,1,93,3,NA,NA,1,5,3,2,153,186,1,1,2,1,2,1,2,1,2,3,3,1,2,9.58,No_KT,9.90,No_KT,6.9,No_KT,5.55,No_KT,8.28,No_KT,9.1,No_KT
395,0,2,24,5,1,1,55,87,3,59,2,NA,NA,2,0,2,2,126,211,1,2,2,2,3,3,2,1,1,3,1,1,2,8.60,No_KT,9.0,No_KT,9.22,No_KT,8.96,No_KT,9.55,No_KT,9.57,No_KT
396,0,1,22,1,3,1,118,54,1,92,3,NA,NA,2,0,2,2,139,204,2,1,1,1,3,2,1,2,2,1,1,1,1,No_CGPA,6,6.92,No_KT,No_CGPA,3,8.97,No_KT,No_CGPA,4,No_CGPA,3
397,0,1,21,1,3,1,91,79,1,68,2,NA,NA,2,0,2,2,165,148,2,3,1,1,2,3,2,2,3,3,2,2,2,8.59,No_KT,6.70,No_KT,5.91,No_KT,5.42,No_KT,7.75,No_KT,6.38,No_KT
398,0,1,23,1,3,1,65,87,1,75,3,NA,NA,1,3,1,2,90,224,3,1,2,1,3,1,3,3,3,1,2,2,1,No_CGPA,2,No_CGPA,2,6.86,No_KT,No_CGPA,5,No_CGPA,3,No_CGPA,6
399,0,1,22,1,3,1,48,82,1,64,1,NA,NA,1,3,1,2,94,256,2,1,2,1,2,1,2,1,2,2,1,2,2,6.18,No_KT,7.62,No_KT,8.96,No_KT,9.56,No_KT,9.27,No_KT,8.72,No_KT
400,0,2,22,5,2,1,52,70,3,69,2,NA,NA,2,0,3,2,78,260,4,1,2,1,2,2,3,1,3,2,2,1,1,6.73,No_KT,No_CGPA,5,8.9,No_KT,No_CGPA,5,6.42,No_KT,No_CGPA,1
401,0,2,23,2,1,1,51,76,3,71,1,NA,NA,2,0,3,1,127,262,2,2,3,2,1,2,1,3,3,3,1,1,2,9.81,No_KT,9.79,No_KT,7.68,No_KT,8.37,No_KT,7.35,No_KT,9.1,No_KT
402,0,2,22,2,1,1,31,57,3,69,2,NA,NA,2,0,2,1,144,273,4,1,3,2,1,1,3,3,2,3,2,1,2,6.48,No_KT,6.92,No_KT,6.77,No_KT,5.27,No_KT,5.3,No_KT,7.75,No_KT
403,0,2,21,2,1,1,78,72,3,68,3,NA,NA,1,4,2,1,99,196,1,3,2,2,2,2,1,3,3,3,3,1,2,8.55,No_KT,9.3,No_KT,7.26,No_KT,8.84,No_KT,8.5,No_KT,7.99,No_KT
404,0,1,21,1,3,1,91,81,1,69,1,NA,NA,2,0,2,2,102,184,2,3,1,2,3,2,3,1,2,2,3,1,2,5.99,No_KT,6.18,No_KT,9.74,No_KT,9.33,No_KT,9.14,No_KT,7.28,No_KT
405,1,2,22,2,1,2,115,61,2,74,2,NA,NA,2,0,1,1,166,248,4,3,2,1,2,2,1,2,3,2,1,2,2,No_CGPA,5,No_CGPA,1,No_CGPA,1,6.62,No_KT,5.88,No_KT,8.91,No_KT
406,0,1,21,1,3,1,56,59,1,80,2,NA,NA,1,2,2,2,109,146,3,1,2,1,3,2,1,3,1,1,1,2,2,9.49,No_KT,9.46,No_KT,5.42,No_KT,5.41,No_KT,5.4,No_KT,6.21,No_KT
407,0,2,22,4,1,1,77,68,2,78,2,NA,NA,2,0,3,2,178,178,3,2,3,1,2,3,3,3,1,1,3,1,2,No_CGPA,1,No_CGPA,5,No_CGPA,3,8.5,No_KT,No_CGPA,2,No_CGPA,3
408,0,2,21,4,2,1,50,50,2,74,3,NA,NA,2,0,3,2,120,127,4,2,2,1,3,2,1,3,3,3,1,2,2,7.24,No_KT,9.91,No_KT,9.60,No_KT,9.55,No_KT,8.16,No_KT,9.55,No_KT
409,0,1,23,1,3,1,61,94,1,NA,NA,73,2,1,3,2,2,NA,NA,4,1,1,1,1,3,1,2,1,3,1,1,2,9.99,No_KT,7.31,No_KT,5.85,No_KT,7.16,No_KT,6.20,No_KT,5.70,No_KT
410,0,1,22,1,3,1,110,50,1,74,2,NA,NA,1,4,3,2,166,157,3,2,2,1,2,1,3,2,1,2,2,1,1,No_CGPA,2,No_CGPA,1,No_CGPA,4,6.44,No_KT,No_CGPA,2,6.78,No_KT
411,0,2,21,5,2,1,41,52,3,94,3,NA,NA,2,0,3,2,136,180,1,1,2,2,1,1,1,2,3,1,1,2,1,5.35,No_KT,No_CGPA,4,5.29,No_KT,5.94,No_KT,No_CGPA,5,9.70,No_KT
412,0,1,23,1,3,1,57,59,1,55,2,NA,NA,1,5,1,2,151,235,3,3,3,2,3,2,3,3,2,1,3,1,2,8.85,No_KT,8.83,No_KT,5.53,No_KT,8.85,No_KT,7.48,No_KT,9.36,No_KT
413,0,2,21,4,2,1,100,78,3,57,1,NA,NA,1,1,2,2,162,197,1,1,3,2,3,3,1,1,3,3,1,1,2,7.51,No_KT,5.52,No_KT,6.1,No_KT,7.31,No_KT,8.23,No_KT,9.26,No_KT
414,0,1,21,1,3,1,71,73,1,90,3,NA,NA,2,0,3,2,150,236,1,3,1,2,2,1,1,2,3,3,3,2,2,5.41,No_KT,5.76,No_KT,5.48,No_KT,8.10,No_KT,6.65,No_KT,9.6,No_KT
415,1,1,21,1,3,2,46,62,1,NA,NA,64,2,1,5,1,2,NA,NA,1,2,1,2,1,1,2,1,1,1,1,1,2,9.61,No_KT,6.57,No_KT,9.15,No_KT,5.8,No_KT,9.1,No_KT,6.18,No_KT
416,0,2,24,3,1,1,74,76,3,90,3,NA,NA,2,0,2,2,167,220,3,2,1,2,2,3,1,1,2,2,3,1,2,6.23,No_KT,5.6,No_KT,7.96,No_KT,8.34,No_KT,6.97,No_KT,6.58,No_KT
417,1,2,23,2,1,2,34,60,2,95,1,NA,NA,2,0,2,1,113,179,3,3,2,2,2,1,3,3,1,1,1,2,2,9.31,No_KT,8.26,No_KT,6.50,No_KT,7.69,No_KT,5.27,No_KT,8.15,No_KT
418,0,1,24,1,3,1,77,50,1,77,2,NA,NA,1,1,2,2,126,188,3,2,1,2,1,3,1,2,3,2,1,1,2,7.35,No_KT,9.51,No_KT,8.92,No_KT,7.23,No_KT,7.89,No_KT,7.13,No_KT
419,0,1,21,1,3,1,74,86,1,72,2,NA,NA,2,0,3,2,119,152,1,2,2,2,2,2,1,2,3,2,2,2,2,7.88,No_KT,7.46,No_KT,9.61,No_KT,7.51,No_KT,6.6,No_KT,8.57,No_KT
420,0,2,22,5,1,1,43,94,3,85,2,NA,NA,1,3,1,1,170,137,3,2,1,1,2,2,3,3,2,3,1,1,2,6.77,No_KT,6.67,No_KT,6.45,No_KT,7.89,No_KT,9.42,No_KT,8.62,No_KT
421,0,2,22,4,1,1,63,65,2,86,2,NA,NA,2,0,2,1,113,232,1,3,3,1,3,2,3,2,2,1,1,2,2,9.70,No_KT,8.29,No_KT,5.47,No_KT,5.73,No_KT,9.41,No_KT,6.75,No_KT
422,0,2,22,5,2,1,101,50,3,67,2,NA,NA,1,3,1,1,85,133,1,3,1,1,2,2,1,1,1,1,2,1,2,8.93,No_KT,6.66,No_KT,5.63,No_KT,6.18,No_KT,8.48,No_KT,9.39,No_KT
423,0,1,22,1,3,1,83,63,1,55,2,NA,NA,1,3,3,2,107,142,1,2,1,2,3,2,1,3,3,3,2,1,2,5.24,No_KT,7.74,No_KT,6.59,No_KT,8.93,No_KT,7.5,No_KT,8.17,No_KT
424,0,2,24,3,1,1,82,91,3,91,2,NA,NA,1,1,2,2,158,228,2,2,2,1,1,2,2,3,3,1,1,2,2,5.30,No_KT,No_CGPA,3,No_CGPA,2,8.72,No_KT,6.61,No_KT,No_CGPA,2
425,0,2,23,2,1,1,30,72,3,88,3,NA,NA,1,1,1,2,115,220,2,1,1,1,3,2,1,2,2,3,1,1,2,6.74,No_KT,9.59,No_KT,7.68,No_KT,5.11,No_KT,5.3,No_KT,6.97,No_KT
426,0,2,23,4,2,1,38,60,3,74,2,NA,NA,1,3,2,1,100,236,2,2,2,2,3,3,2,2,1,3,2,1,2,6.26,No_KT,6.62,No_KT,7.18,No_KT,5.9,No_KT,5.10,No_KT,9.12,No_KT
427,0,2,21,5,2,1,70,80,3,NA,NA,83,2,2,0,3,1,NA,NA,1,3,1,2,2,3,2,2,3,2,3,2,1,5.3,No_KT,9.6,No_KT,7.93,No_KT,6.78,No_KT,8.91,No_KT,No_CGPA,1
428,0,2,22,4,1,1,79,81,3,58,3,NA,NA,1,1,2,2,166,252,3,1,1,1,1,3,1,2,3,3,1,1,2,9.86,No_KT,8.54,No_KT,8.93,No_KT,9.22,No_KT,8.29,No_KT,6.50,No_KT
429,0,2,22,4,2,1,59,56,2,63,2,NA,NA,1,1,1,1,165,158,4,3,1,2,1,2,2,1,1,2,2,2,2,9.70,No_KT,6.11,No_KT,7.55,No_KT,9.55,No_KT,8.56,No_KT,6.44,No_KT
430,0,2,23,5,2,1,82,66,2,86,2,NA,NA,2,0,1,1,133,123,4,2,1,2,3,3,3,2,2,3,3,2,2,9.80,No_KT,7.74,No_KT,5.94,No_KT,5.18,No_KT,5.98,No_KT,6.3,No_KT
431,0,1,21,1,3,1,33,82,1,86,2,NA,NA,2,0,3,2,141,189,3,2,2,1,3,2,3,2,3,2,3,2,1,8.38,No_KT,No_CGPA,1,6.94,No_KT,No_CGPA,4,6.76,No_KT,8.74,No_KT
432,0,2,24,2,1,1,88,51,3,70,3,NA,NA,2,0,1,2,148,136,4,3,2,2,3,2,1,1,2,3,1,1,2,6.74,No_KT,9.51,No_KT,9.15,No_KT,6.9,No_KT,6.18,No_KT,5.55,No_KT
433,0,2,22,4,1,1,56,64,2,88,3,NA,NA,1,4,1,1,84,225,3,1,1,2,1,3,1,3,3,3,2,1,1,No_CGPA,4,8.38,No_KT,6.93,No_KT,9.89,No_KT,No_CGPA,5,8.35,No_KT
434,0,1,22,1,3,1,31,67,1,92,2,NA,NA,2,0,2,2,82,153,4,1,3,1,3,1,1,1,2,1,3,1,2,No_CGPA,3,No_CGPA,1,5.76,No_KT,5.0,No_KT,No_CGPA,1,No_CGPA,3
435,1,1,21,1,3,2,67,77,2,76,2,NA,NA,2,0,2,2,116,271,4,3,1,1,2,1,2,1,1,1,3,1,2,No_CGPA,4,6.40,No_KT,No_CGPA,6,No_CGPA,5,No_CGPA,4,No_CGPA,3
436,0,2,23,5,1,1,109,66,2,50,2,NA,NA,1,2,1,1,144,212,2,3,1,2,1,2,2,3,3,1,1,1,2,6.91,No_KT,7.68,No_KT,5.60,No_KT,9.54,No_KT,6.10,No_KT,8.49,No_KT
437,0,2,21,2,1,1,66,53,2,66,2,NA,NA,1,3,1,2,113,264,2,2,1,1,2,1,1,2,1,2,1,2,2,6.79,No_KT,8.77,No_KT,8.84,No_KT,6.19,No_KT,5.11,No_KT,6.37,No_KT
438,0,2,23,5,2,1,29,81,2,67,2,NA,NA,1,4,1,1,149,152,2,2,3,2,3,2,2,2,1,2,2,2,2,5.90,No_KT,5.62,No_KT,8.76,No_KT,5.15,No_KT,9.61,No_KT,7.71,No_KT
439,0,2,23,5,2,1,65,79,3,59,3,NA,NA,1,5,3,2,156,150,4,2,2,2,2,2,2,1,2,3,2,2,2,No_CGPA,6,No_CGPA,2,5.12,No_KT,No_CGPA,5,No_CGPA,2,No_CGPA,1
440,0,1,24,1,3,1,73,51,1,83,1,NA,NA,1,2,2,2,129,146,1,2,3,2,1,2,3,3,2,2,2,2,2,5.51,No_KT,9.86,No_KT,9.25,No_KT,6.36,No_KT,9.0,No_KT,7.60,No_KT
441,0,1,21,1,3,1,38,76,1,87,3,NA,NA,2,0,3,2,79,187,4,3,1,1,2,3,3,3,2,1,3,2,2,6.52,No_KT,5.16,No_KT,5.47,No_KT,6.72,No_KT,8.50,No_KT,7.5,No_KT
